Pair Index,Match File,Evasion File,Match Cmd,Evasion Cmd,Match Cmd Type,Evasion Cmd Type
540,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_01.json,"C:\Windows\system32\rundll32.exe aepdu.dll,AePduRunUpdate","""C:\Program Files\Mozilla Firefox\firefox.exe"" -foreground",Windows,Windows
542,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_01.json,"{'pid': 556, 'args': ['C:\\Windows\\system32\\rundll32.exe', 'aepdu.dll,AePduRunUpdate'], 'entity_id': '{19FC45AC-7B04-601C-0000-001062B50500}', 'command_line': 'powershell -c invoke-webrequest -uri h""t""t""p://www.google.de -outfile foo', 'working_directory': 'C:\\Windows\\system32\\', 'parent': {'entity_id': '{19FC45AC-76E7-601C-0000-001081630000}', 'pid': 440, 'executable': 'C:\\Windows\\System32\\services.exe', 'command_line': 'C:\\Windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['C:\\Windows\\system32\\services.exe']}, 'name': 'rundll32.exe', 'hash': {'md5': '51138beea3e2c21ec44d0932c71762a8', 'sha256': '5ad3c37e6f2b9db3ee8b5aeedc474645de90c66e3d95f8620c48102f1eba4124'}, 'executable': 'C:\\Windows\\System32\\rundll32.exe'}","{'entity_id': '{19FC45AC-757C-601C-0000-00108A6C0300}', 'command_line': 'powershell -c invoke-webrequest -uri h^t^tp://www.google.de -outfile foo', 'parent': {'entity_id': '{19FC45AC-7542-601C-0000-00100CD80200}', 'pid': 2432, 'executable': 'C:\\Program Files\\Python35-32\\python.exe', 'command_line': 'python C:\\BREACH\\userbehavior.pex --use-breach-setup', 'name': 'python.exe', 'args': ['python', 'C:\\BREACH\\userbehavior.pex', '--use-breach-setup']}, 'name': 'firefox.exe', 'args': ['C:\\Program Files\\Mozilla Firefox\\firefox.exe', '-foreground'], 'pid': 2844, 'executable': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'working_directory': 'C:\\BREACH\\', 'hash': {'md5': '923fe895b22b22a9ca03c72f3d15ce20', 'sha256': '98b7f5b40c557775cd645ca69b788fe4a3deae25cdb6e5dd4fb94db1bdc10969'}}",Windows,Windows
546,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_02.json,"{'pid': 384, 'executable': 'C:\\Windows\\System32\\sc.exe', 'parent': {'args': ['\\SystemRoot\\System32\\smss.exe', '00000001', '0000003c'], 'entity_id': '{19FC45AC-74C3-601C-0000-0010BA590000}', 'pid': 340, 'executable': 'C:\\Windows\\System32\\smss.exe', 'command_line': '\\SystemRoot\\System32\\smss.exe 00000001 0000003c ', 'name': 'smss.exe'}, 'name': 'winlogon.exe', 'args': ['winlogon.exe'], 'hash': {'md5': '6d13e1406f50c66e2a95d97f22c47560', 'sha256': 'be40e84a824cb201f9c54db4f860f3937630fda3423940d44fcf4ac5dff44271'}, 'entity_id': '{19FC45AC-74C3-601C-0000-0010355C0000}', 'command_line': 'sc config servicename binPath=cmd.exe', 'working_directory': 'C:\\Windows\\system32'}","{'command_line': 'sc config servicename b""in""Path=cmd.exe', 'args': ['C:\\Windows\\system32\\svchost.exe', '-k', 'LocalService'], 'hash': {'md5': '54a47f6b5e09a77e61649109c6a08866', 'sha256': '121118a0f5e0e8c933efd28c9901e54e42792619a8a3a6d11e1f0025a7324bc2'}, 'entity_id': '{19FC45AC-752F-601C-0000-0010D3EC0000}', 'pid': 996, 'executable': 'C:\\Windows\\System32\\sc.exe', 'working_directory': 'C:\\Windows\\system32\\', 'parent': {'entity_id': '{19FC45AC-752D-601C-0000-001032610000}', 'pid': 444, 'executable': 'C:\\Windows\\System32\\services.exe', 'command_line': 'C:\\Windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['C:\\Windows\\system32\\services.exe']}, 'name': 'svchost.exe'}",Windows,Windows
551,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_02.json,winlogon.exe,C:\Windows\system32\svchost.exe -k LocalService,Windows,Windows
556,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_03.json,"{'pid': 384, 'executable': 'C:\\Windows\\System32\\sc.exe', 'parent': {'args': ['\\SystemRoot\\System32\\smss.exe', '00000001', '0000003c'], 'entity_id': '{19FC45AC-74C3-601C-0000-0010BA590000}', 'pid': 340, 'executable': 'C:\\Windows\\System32\\smss.exe', 'command_line': '\\SystemRoot\\System32\\smss.exe 00000001 0000003c ', 'name': 'smss.exe'}, 'name': 'winlogon.exe', 'args': ['winlogon.exe'], 'hash': {'md5': '6d13e1406f50c66e2a95d97f22c47560', 'sha256': 'be40e84a824cb201f9c54db4f860f3937630fda3423940d44fcf4ac5dff44271'}, 'entity_id': '{19FC45AC-74C3-601C-0000-0010355C0000}', 'command_line': 'sc config servicename binPath=cmd.exe', 'working_directory': 'C:\\Windows\\system32'}","{'args': ['C:\\Program Files\\Python35-32\\python.exe', 'C:\\BREACH\\init_tbf_client.py'], 'working_directory': 'C:\\BREACH\\', 'parent': {'pid': 1884, 'executable': 'C:\\Windows\\py.exe', 'command_line': '""C:\\Windows\\py.exe"" ""C:\\BREACH\\init_tbf_client.py"" ', 'name': 'py.exe', 'args': ['C:\\Windows\\py.exe', 'C:\\BREACH\\init_tbf_client.py'], 'entity_id': '{19FC45AC-74CA-601C-0000-0010B3A60100}'}, 'executable': 'C:\\Windows\\System32\\sc.exe', 'command_line': 'sc.exe co""nf""ig servicename ""bin""Path=cmd.exe', 'name': 'python.exe', 'hash': {'md5': 'edc79826e21859e93a875dfc087606c5', 'sha256': 'd61ddea87b2483612caeb0f3514aee3e60237d5f3880f49512c834539462742e'}, 'entity_id': '{19FC45AC-74CA-601C-0000-001038C00100}', 'pid': 1968}",Windows,Windows
560,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_03.json,winlogon.exe,"""C:\Program Files\Python35-32\python.exe"" ""C:\BREACH\init_tbf_client.py""",Windows,Windows
564,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_01.json,"{'pid': 384, 'executable': 'C:\\Windows\\System32\\sc.exe', 'parent': {'args': ['\\SystemRoot\\System32\\smss.exe', '00000001', '0000003c'], 'entity_id': '{19FC45AC-74C3-601C-0000-0010BA590000}', 'pid': 340, 'executable': 'C:\\Windows\\System32\\smss.exe', 'command_line': '\\SystemRoot\\System32\\smss.exe 00000001 0000003c ', 'name': 'smss.exe'}, 'name': 'winlogon.exe', 'args': ['winlogon.exe'], 'hash': {'md5': '6d13e1406f50c66e2a95d97f22c47560', 'sha256': 'be40e84a824cb201f9c54db4f860f3937630fda3423940d44fcf4ac5dff44271'}, 'entity_id': '{19FC45AC-74C3-601C-0000-0010355C0000}', 'command_line': 'sc config servicename binPath=cmd.exe', 'working_directory': 'C:\\Windows\\system32'}","{'pid': 2612, 'executable': 'C:\\Windows\\System32\\sc.exe', 'command_line': 'sc co""nfig"" servicename binPath=powershell.exe', 'parent': {'args': ['C:\\Windows\\Explorer.EXE'], 'entity_id': '{19FC45AC-53AF-601C-0000-0010E7660300}', 'pid': 1876, 'executable': 'C:\\Windows\\explorer.exe', 'command_line': 'C:\\Windows\\Explorer.EXE', 'name': 'explorer.exe'}, 'name': 'rundll32.exe', 'hash': {'md5': '51138beea3e2c21ec44d0932c71762a8', 'sha256': '5ad3c37e6f2b9db3ee8b5aeedc474645de90c66e3d95f8620c48102f1eba4124'}, 'entity_id': '{19FC45AC-5AA4-601C-0000-0010AB9B1000}', 'working_directory': 'C:\\ProgramData\\winlogbeat\\logs\\', 'args': ['C:\\Windows\\system32\\rundll32.exe', 'C:\\Windows\\system32\\shell32.dll,OpenAs_RunDLL', 'C:\\ProgramData\\winlogbeat\\logs\\winlogbeat']}",Windows,Windows
569,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_01.json,winlogon.exe,"""C:\Windows\system32\rundll32.exe"" C:\Windows\system32\shell32.dll,OpenAs_RunDLL C:\ProgramData\winlogbeat\logs\winlogbeat",Windows,Windows
578,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_02.json,"{'executable': 'C:\\Windows\\System32\\psr.exe', 'command_line': 'psr.exe /start /gui 100 /output C:\\Users\\User\\output.zip', 'working_directory': 'C:\\Windows\\system32', 'parent': {'pid': 340, 'executable': 'C:\\Windows\\System32\\smss.exe', 'command_line': '\\SystemRoot\\System32\\smss.exe 00000001 0000003c ', 'name': 'smss.exe', 'args': ['\\SystemRoot\\System32\\smss.exe', '00000001', '0000003c'], 'entity_id': '{19FC45AC-74C2-601C-0000-00103E580000}'}, 'args': ['winlogon.exe'], 'hash': {'md5': '6d13e1406f50c66e2a95d97f22c47560', 'sha256': 'be40e84a824cb201f9c54db4f860f3937630fda3423940d44fcf4ac5dff44271'}, 'pid': 384, 'name': 'winlogon.exe', 'entity_id': '{19FC45AC-74C2-601C-0000-0010CE5B0000}'}","{'pid': 1596, 'executable': 'C:\\Windows\\System32\\psr.exe', 'command_line': 'psr.exe -start -gui 100 -output C:\\Users\\User\\output.zip', 'working_directory': 'C:\\Windows\\system32\\', 'parent': {'name': 'services.exe', 'args': ['C:\\Windows\\system32\\services.exe'], 'entity_id': '{19FC45AC-76D8-601C-0000-0010F1630000}', 'pid': 444, 'executable': 'C:\\Windows\\System32\\services.exe', 'command_line': 'C:\\Windows\\system32\\services.exe'}, 'hash': {'md5': '73dcb33604ab86bcd4caa90346d73b49', 'sha256': 'db47a54ac39c5831f4fa8b678b5738b6bd304f6002d9fc0256f055abe7a9d969'}, 'entity_id': '{19FC45AC-76DA-601C-0000-0010673E0100}', 'args': ['C:\\Windows\\system32\\imdsksvc.exe'], 'name': 'imdsksvc.exe'}",Windows,Windows
580,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_02.json,winlogon.exe,C:\Windows\system32\imdsksvc.exe,Windows,Windows
587,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_03.json,"{'executable': 'C:\\Windows\\System32\\psr.exe', 'command_line': 'psr.exe /start /gui 100 /output C:\\Users\\User\\output.zip', 'working_directory': 'C:\\Windows\\system32', 'parent': {'pid': 340, 'executable': 'C:\\Windows\\System32\\smss.exe', 'command_line': '\\SystemRoot\\System32\\smss.exe 00000001 0000003c ', 'name': 'smss.exe', 'args': ['\\SystemRoot\\System32\\smss.exe', '00000001', '0000003c'], 'entity_id': '{19FC45AC-74C2-601C-0000-00103E580000}'}, 'args': ['winlogon.exe'], 'hash': {'md5': '6d13e1406f50c66e2a95d97f22c47560', 'sha256': 'be40e84a824cb201f9c54db4f860f3937630fda3423940d44fcf4ac5dff44271'}, 'pid': 384, 'name': 'winlogon.exe', 'entity_id': '{19FC45AC-74C2-601C-0000-0010CE5B0000}'}","{'entity_id': '{19FC45AC-8DDF-601C-0000-00108AD41600}', 'pid': 344, 'executable': 'C:\\Windows\\System32\\psr.exe', 'command_line': 'psr.exe -start /gui 20 /output C:\\Users\\User\\nothingtoseehere.zip', 'working_directory': 'C:\\Windows\\system32\\', 'parent': {'command_line': 'C:\\Windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['C:\\Windows\\system32\\services.exe'], 'entity_id': '{19FC45AC-76D8-601C-0000-0010F1630000}', 'pid': 444, 'executable': 'C:\\Windows\\System32\\services.exe'}, 'name': 'taskhost.exe', 'args': ['taskhost.exe', '$(Arg0)'], 'hash': {'md5': '7fa8ba5a780e4757964ac9d4238302b9', 'sha256': '65e3d8ce737896647065103fbb4d58e6a34171d0a48662a832cfdac3cf469701'}}",Windows,Windows
589,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_03.json,winlogon.exe,taskhost.exe $(Arg0),Windows,Windows
597,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_01.json,"{'executable': 'C:\\Windows\\System32\\psr.exe', 'command_line': 'psr.exe /start /gui 100 /output C:\\Users\\User\\output.zip', 'working_directory': 'C:\\Windows\\system32', 'parent': {'pid': 340, 'executable': 'C:\\Windows\\System32\\smss.exe', 'command_line': '\\SystemRoot\\System32\\smss.exe 00000001 0000003c ', 'name': 'smss.exe', 'args': ['\\SystemRoot\\System32\\smss.exe', '00000001', '0000003c'], 'entity_id': '{19FC45AC-74C2-601C-0000-00103E580000}'}, 'args': ['winlogon.exe'], 'hash': {'md5': '6d13e1406f50c66e2a95d97f22c47560', 'sha256': 'be40e84a824cb201f9c54db4f860f3937630fda3423940d44fcf4ac5dff44271'}, 'pid': 384, 'name': 'winlogon.exe', 'entity_id': '{19FC45AC-74C2-601C-0000-0010CE5B0000}'}","{'args': ['taskhost.exe', '$(Arg0)'], 'pid': 4084, 'executable': 'C:\\Windows\\System32\\psr.exe', 'command_line': 'psr.exe -start /gui 0 /output C:\\Users\\User\\out.zip', 'name': 'taskhost.exe', 'entity_id': '{19FC45AC-E1CF-601C-0000-00103B724E00}', 'working_directory': 'C:\\Windows\\system32\\', 'parent': {'name': 'services.exe', 'args': ['C:\\Windows\\system32\\services.exe'], 'entity_id': '{19FC45AC-76D8-601C-0000-0010F1630000}', 'pid': 444, 'executable': 'C:\\Windows\\System32\\services.exe', 'command_line': 'C:\\Windows\\system32\\services.exe'}, 'hash': {'md5': '7fa8ba5a780e4757964ac9d4238302b9', 'sha256': '65e3d8ce737896647065103fbb4d58e6a34171d0a48662a832cfdac3cf469701'}}",Windows,Windows
599,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_01.json,winlogon.exe,taskhost.exe $(Arg0),Windows,Windows
605,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_02.json,"{'executable': 'C:\\Windows\\py.exe', 'command_line': 'fsutil file createnew C:\\Windows\\System32\\Tasks\\anothernewfile 1000', 'parent': {'executable': 'C:\\Windows\\explorer.exe', 'command_line': 'C:\\Windows\\Explorer.EXE', 'name': 'explorer.exe', 'args': ['C:\\Windows\\Explorer.EXE'], 'entity_id': '{19FC45AC-74C6-601C-0000-0010E21B0100}', 'pid': 1292}, 'hash': {'md5': 'cc3ac75ddbfaa6d4ccbb0afad7eb759d', 'sha256': '3d98a354f1329bfeb17216d2391d6e9c04f6873b6e491bce9734c02c26574b3d'}, 'entity_id': '{19FC45AC-74C8-601C-0000-00109C8E0100}', 'pid': 1624, 'working_directory': 'C:\\BREACH\\', 'name': 'py.exe', 'args': ['C:\\Windows\\py.exe', 'C:\\BREACH\\init_tbf_client.py']}","{'executable': 'C:\\Windows\\System32\\Macromed\\Flash\\FlashPlayerUpdateService.exe', 'working_directory': 'C:\\Windows\\system32\\', 'entity_id': '{19FC45AC-B528-601C-0000-0010F6E72700}', 'command_line': 'fsutil file createnew C:\\Windows\\Sys""tem32""\\Tasks\\anothernewfile 1000', 'parent': {'name': 'services.exe', 'args': ['C:\\Windows\\system32\\services.exe'], 'entity_id': '{19FC45AC-76E7-601C-0000-001081630000}', 'pid': 440, 'executable': 'C:\\Windows\\System32\\services.exe', 'command_line': 'C:\\Windows\\system32\\services.exe'}, 'name': 'FlashPlayerUpdateService.exe', 'args': ['C:\\Windows\\system32\\Macromed\\Flash\\FlashPlayerUpdateService.exe'], 'hash': {'md5': '1234a12b71dae034e45c714ae5a54412', 'sha256': '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d'}, 'pid': 3008}",Windows,Windows
607,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_02.json,"""C:\Windows\py.exe"" ""C:\BREACH\init_tbf_client.py""",C:\Windows\system32\Macromed\Flash\FlashPlayerUpdateService.exe,Windows,Windows
615,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_03.json,"{'executable': 'C:\\Windows\\py.exe', 'command_line': 'fsutil file createnew C:\\Windows\\System32\\Tasks\\anothernewfile 1000', 'parent': {'executable': 'C:\\Windows\\explorer.exe', 'command_line': 'C:\\Windows\\Explorer.EXE', 'name': 'explorer.exe', 'args': ['C:\\Windows\\Explorer.EXE'], 'entity_id': '{19FC45AC-74C6-601C-0000-0010E21B0100}', 'pid': 1292}, 'hash': {'md5': 'cc3ac75ddbfaa6d4ccbb0afad7eb759d', 'sha256': '3d98a354f1329bfeb17216d2391d6e9c04f6873b6e491bce9734c02c26574b3d'}, 'entity_id': '{19FC45AC-74C8-601C-0000-00109C8E0100}', 'pid': 1624, 'working_directory': 'C:\\BREACH\\', 'name': 'py.exe', 'args': ['C:\\Windows\\py.exe', 'C:\\BREACH\\init_tbf_client.py']}","{'hash': {'md5': '9178bd65fc4f7ec665c799dc801d4f1e', 'sha256': '67ec19c47423b9afb9e84e56530ad59db07be36eb68c00edfaf5cb36a0f65ed8'}, 'pid': 4044, 'command_line': 'fsutil f""ile"" creat""ene""w C:\\Windows\\Sys""WOW""64\\Tasks\\newSysWOWfile 1000', 'working_directory': 'C:\\BREACH\\', 'name': 'helper.exe', 'args': ['C:\\Program Files\\Mozilla Firefox\\uninstall\\helper.exe', '/UpdateShortcutAppUserModelIds'], 'entity_id': '{19FC45AC-EBEF-601C-0000-0010203E5200}', 'executable': 'C:\\Program Files\\Mozilla Firefox\\uninstall\\helper.exe', 'parent': {'entity_id': '{19FC45AC-EBED-601C-0000-001094255200}', 'pid': 3808, 'executable': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'command_line': '""C:\\Program Files\\Mozilla Firefox\\firefox.exe"" -foreground', 'name': 'firefox.exe', 'args': ['C:\\Program Files\\Mozilla Firefox\\firefox.exe', '-foreground']}}",Windows,Windows
617,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_03.json,"""C:\Windows\py.exe"" ""C:\BREACH\init_tbf_client.py""","""C:\Program Files\Mozilla Firefox\uninstall\helper.exe"" /UpdateShortcutAppUserModelIds",Windows,Windows
625,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_01.json,"{'executable': 'C:\\Windows\\py.exe', 'command_line': 'fsutil file createnew C:\\Windows\\System32\\Tasks\\anothernewfile 1000', 'parent': {'executable': 'C:\\Windows\\explorer.exe', 'command_line': 'C:\\Windows\\Explorer.EXE', 'name': 'explorer.exe', 'args': ['C:\\Windows\\Explorer.EXE'], 'entity_id': '{19FC45AC-74C6-601C-0000-0010E21B0100}', 'pid': 1292}, 'hash': {'md5': 'cc3ac75ddbfaa6d4ccbb0afad7eb759d', 'sha256': '3d98a354f1329bfeb17216d2391d6e9c04f6873b6e491bce9734c02c26574b3d'}, 'entity_id': '{19FC45AC-74C8-601C-0000-00109C8E0100}', 'pid': 1624, 'working_directory': 'C:\\BREACH\\', 'name': 'py.exe', 'args': ['C:\\Windows\\py.exe', 'C:\\BREACH\\init_tbf_client.py']}","{'entity_id': '{19FC45AC-7D8C-601C-0000-0010C1910E00}', 'pid': 1132, 'executable': 'C:\\Windows\\System32\\taskhost.exe', 'parent': {'pid': 444, 'executable': 'C:\\Windows\\System32\\services.exe', 'command_line': 'C:\\Windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['C:\\Windows\\system32\\services.exe'], 'entity_id': '{19FC45AC-76D8-601C-0000-0010F1630000}'}, 'name': 'taskhost.exe', 'args': ['taskhost.exe', '$(Arg0)'], 'command_line': 'fsutil file cre""ate""new C:\\Windows\\System32\\Tasks\\newfile 1000', 'working_directory': 'C:\\Windows\\system32\\', 'hash': {'sha256': '65e3d8ce737896647065103fbb4d58e6a34171d0a48662a832cfdac3cf469701', 'md5': '7fa8ba5a780e4757964ac9d4238302b9'}}",Windows,Windows
627,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_01.json,"""C:\Windows\py.exe"" ""C:\BREACH\init_tbf_client.py""",taskhost.exe $(Arg0),Windows,Windows
634,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_02.json,"""C:\Program Files\Winlogbeat\winlogbeat.exe"" setup --index-management","""C:\Program Files\Mozilla Firefox\firefox.exe"" -foreground",Windows,Windows
639,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_02.json,"{'working_directory': 'C:\\Program Files\\Winlogbeat\\', 'parent': {'command_line': '""C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe"" ', 'name': 'powershell.exe', 'args': ['C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe'], 'entity_id': '{19FC45AC-5508-601C-0000-001011C60B00}', 'pid': 3988, 'executable': 'C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe'}, 'name': 'winlogbeat.exe', 'args': ['C:\\Program Files\\Winlogbeat\\winlogbeat.exe', 'setup', '--index-management'], 'hash': {'md5': '0d17999868f2768b1b050cb051884110', 'sha256': 'e72f5dba2a177397403965a3352f0cc45ec46a568a53d5ef4535fbba18e73023'}, 'entity_id': '{19FC45AC-59DB-601C-0000-00102ED80F00}', 'pid': 3028, 'executable': 'C:\\Windows\\System32\\net1.exe', 'command_line': 'C:\\Windows\\System32\\net1 user /add srvcusr usrpsswrd'}","{'entity_id': '{19FC45AC-FA07-601C-0000-0010C0245900}', 'executable': 'C:\\Windows\\System32\\net1.exe', 'command_line': 'C:\\Windows\\System32\\net1 us""""er /a""d""d srvcusr usrpsswrd123', 'args': ['C:\\Program Files\\Mozilla Firefox\\firefox.exe', '-foreground'], 'pid': 2380, 'working_directory': 'C:\\BREACH\\', 'parent': {'args': ['python', 'C:\\BREACH\\userbehavior.pex', '--use-breach-setup'], 'entity_id': '{19FC45AC-7695-601C-0000-0010FF940100}', 'pid': 1940, 'executable': 'C:\\Program Files\\Python35-32\\python.exe', 'command_line': 'python C:\\BREACH\\userbehavior.pex --use-breach-setup', 'name': 'python.exe'}, 'name': 'firefox.exe', 'hash': {'md5': '923fe895b22b22a9ca03c72f3d15ce20', 'sha256': '98b7f5b40c557775cd645ca69b788fe4a3deae25cdb6e5dd4fb94db1bdc10969'}}",Windows,Windows
644,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_03.json,"""C:\Program Files\Winlogbeat\winlogbeat.exe"" setup --index-management","C:\Windows\system32\rundll32.exe aepdu.dll,AePduRunUpdate",Windows,Windows
649,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_03.json,"{'working_directory': 'C:\\Program Files\\Winlogbeat\\', 'parent': {'command_line': '""C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe"" ', 'name': 'powershell.exe', 'args': ['C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe'], 'entity_id': '{19FC45AC-5508-601C-0000-001011C60B00}', 'pid': 3988, 'executable': 'C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe'}, 'name': 'winlogbeat.exe', 'args': ['C:\\Program Files\\Winlogbeat\\winlogbeat.exe', 'setup', '--index-management'], 'hash': {'md5': '0d17999868f2768b1b050cb051884110', 'sha256': 'e72f5dba2a177397403965a3352f0cc45ec46a568a53d5ef4535fbba18e73023'}, 'entity_id': '{19FC45AC-59DB-601C-0000-00102ED80F00}', 'pid': 3028, 'executable': 'C:\\Windows\\System32\\net1.exe', 'command_line': 'C:\\Windows\\System32\\net1 user /add srvcusr usrpsswrd'}","{'name': 'rundll32.exe', 'args': ['C:\\Windows\\system32\\rundll32.exe', 'aepdu.dll,AePduRunUpdate'], 'hash': {'md5': '51138beea3e2c21ec44d0932c71762a8', 'sha256': '5ad3c37e6f2b9db3ee8b5aeedc474645de90c66e3d95f8620c48102f1eba4124'}, 'entity_id': '{19FC45AC-8378-601C-0000-0010191C1200}', 'pid': 2648, 'executable': 'C:\\Windows\\System32\\net.exe', 'command_line': 'net u""s""er /a""""dd name passwd', 'working_directory': 'C:\\Windows\\system32\\', 'parent': {'entity_id': '{19FC45AC-76D8-601C-0000-0010F1630000}', 'pid': 444, 'executable': 'C:\\Windows\\System32\\services.exe', 'command_line': 'C:\\Windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['C:\\Windows\\system32\\services.exe']}}",Windows,Windows
653,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_01.json,"""C:\Program Files\Winlogbeat\winlogbeat.exe"" setup --index-management",C:\Windows\System32\sdclt.exe /CONFIGNOTIFICATION,Windows,Windows
657,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_01.json,"{'working_directory': 'C:\\Program Files\\Winlogbeat\\', 'parent': {'command_line': '""C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe"" ', 'name': 'powershell.exe', 'args': ['C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe'], 'entity_id': '{19FC45AC-5508-601C-0000-001011C60B00}', 'pid': 3988, 'executable': 'C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe'}, 'name': 'winlogbeat.exe', 'args': ['C:\\Program Files\\Winlogbeat\\winlogbeat.exe', 'setup', '--index-management'], 'hash': {'md5': '0d17999868f2768b1b050cb051884110', 'sha256': 'e72f5dba2a177397403965a3352f0cc45ec46a568a53d5ef4535fbba18e73023'}, 'entity_id': '{19FC45AC-59DB-601C-0000-00102ED80F00}', 'pid': 3028, 'executable': 'C:\\Windows\\System32\\net1.exe', 'command_line': 'C:\\Windows\\System32\\net1 user /add srvcusr usrpsswrd'}","{'args': ['C:\\Windows\\System32\\sdclt.exe', '/CONFIGNOTIFICATION'], 'pid': 1688, 'working_directory': 'C:\\Windows\\system32\\', 'command_line': 'net u""""s""e""r /add mynewusr secretpasswd123', 'parent': {'entity_id': '{19FC45AC-4598-601C-0000-00100D610000}', 'pid': 444, 'executable': 'C:\\Windows\\System32\\services.exe', 'command_line': 'C:\\Windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['C:\\Windows\\system32\\services.exe']}, 'name': 'sdclt.exe', 'hash': {'md5': '5efdbeaecd69e250e5ba4a2950203cd4', 'sha256': 'f66cedb142fb711b9a9e57eff498df0bbca16419ee089ab35529fae4e6a19e7e'}, 'entity_id': '{19FC45AC-54D5-601C-0000-0010809A0A00}', 'executable': 'C:\\Windows\\System32\\net.exe'}",Windows,Windows
661,Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_02.json,C:\Windows\system32\Macromed\Flash\FlashPlayerUpdateService.exe,C:\Windows\system32\userinit.exe,Windows,Windows
